complaint_id,date,district,category,text,sentiment,resolution_days,smart_platform_used
C003064,2021-06-13,송파구,환경,송파구 하천 수질 개선이 필요합니다.,긍정,4,0
C003065,2021-06-13,강북구,복지,강북구 기초생활수급자 지원 절차를 간소화해주세요.,긍정,8,0
C003066,2021-06-13,서초구,기타,서초구 교대역에 공공 와이파이 확충을 요청합니다.,중립,7,0
C003067,2021-06-14,강남구,기타,강남구 주민센터 주차 공간이 부족합니다.,중립,6,0
C003068,2021-06-14,송파구,기타,서초동 체육시설 이용료 할인 제도를 도입해주세요.,중립,5,0
C003069,2021-06-14,강남구,교통,청담동에 횡단보도 신설이 필요합니다. 안전사고 위험이 큽니다.,부정,8,0
C003070,2021-06-14,강남구,안전,강남구 청담동 CCTV 설치로 범죄 예방이 필요합니다.,긍정,1,1
C003071,2021-06-14,서초구,환경,서초구 미세먼지 저감 정책을 강화해주세요.,중립,3,0
C003072,2021-06-14,송파구,환경,송파구 대기오염 측정소 데이터를 실시간으로 공개해주세요.,중립,3,1
C003073,2021-06-14,서초구,복지,장애인 편의시설이 청담동에 부족합니다.,긍정,13,0
C003074,2021-06-14,강북구,교통,강북구에 자전거 도로 확충이 시급합니다.,긍정,8,0
C003075,2021-06-14,서초구,환경,교대역 공원에 쓰레기통이 부족합니다. 추가 설치 부탁드립니다.,긍정,4,0
C003076,2021-06-14,마포구,기타,청담동에 스마트 도시 서비스를 확대해주세요.,부정,3,0
C003077,2021-06-14,마포구,복지,장애인 편의시설이 신촌동에 부족합니다.,부정,6,0
C003078,2021-06-14,서초구,환경,서초구 하천 수질 개선이 필요합니다.,중립,4,0
C003079,2021-06-14,서초구,교통,서초구 지역 교통체증이 심각합니다. 신호 체계 개선이 필요합니다.,긍정,3,1
C003080,2021-06-14,서초구,환경,교대역 재활용 분리수거함이 항상 가득 차 있습니다.,긍정,4,0
C003081,2021-06-14,서초구,교통,서초구 스쿨존 과속 단속 카메라 설치를 요청합니다.,긍정,6,0
C003082,2021-06-14,송파구,교통,잠실동에 횡단보도 신설이 필요합니다. 안전사고 위험이 큽니다.,긍정,4,1
C003083,2021-06-14,마포구,안전,잠실동 가로등이 어두워 야간 통행이 불안합니다.,부정,2,0
C003084,2021-06-14,송파구,기타,강남역에 스마트 도시 서비스를 확대해주세요.,긍정,6,0
C003085,2021-06-14,서초구,환경,서초구 역삼동 쓰레기 불법 투기 문제가 심각합니다.,중립,6,0
C003086,2021-06-14,강북구,기타,역삼동 체육시설 이용료 할인 제도를 도입해주세요.,중립,3,0
C003087,2021-06-15,서초구,복지,서초구 기초생활수급자 지원 절차를 간소화해주세요.,긍정,8,0
C003088,2021-06-15,송파구,교통,출퇴근 시간대 송파구 청담동 버스 배차 간격이 너무 깁니다.,중립,8,0
C003089,2021-06-15,마포구,교통,출퇴근 시간대 마포구 교대역 버스 배차 간격이 너무 깁니다.,긍정,6,0
C003090,2021-06-15,마포구,복지,장애인 편의시설이 역삼동에 부족합니다.,긍정,8,0
C003091,2021-06-15,서초구,환경,서초구 미세먼지 저감 정책을 강화해주세요.,부정,3,0
C003092,2021-06-15,강북구,교통,서초동 주변 불법 주차로 통행에 불편을 겪고 있습니다.,부정,6,0
C003093,2021-06-15,송파구,환경,송파구 미세먼지 저감 정책을 강화해주세요.,긍정,3,0
C003094,2021-06-15,강북구,기타,청담동 체육시설 이용료 할인 제도를 도입해주세요.,긍정,4,0
C003095,2021-06-15,서초구,안전,서초구 역삼동 CCTV 설치로 범죄 예방이 필요합니다.,중립,3,0
C003096,2021-06-15,서초구,환경,서초동 공원에 쓰레기통이 부족합니다. 추가 설치 부탁드립니다.,중립,4,0
C003097,2021-06-15,마포구,기타,신촌동 공공시설 예약 시스템 개선이 필요합니다.,긍정,3,1
C003098,2021-06-15,서초구,복지,청담동에 아동 돌봄센터 추가 설치가 필요합니다.,긍정,6,1
C003099,2021-06-15,강남구,기타,잠실동 공공시설 예약 시스템 개선이 필요합니다.,중립,2,1
C003100,2021-06-15,서초구,기타,상암동 공공시설 예약 시스템 개선이 필요합니다.,부정,5,0
C003101,2021-06-15,서초구,교통,역삼동에 횡단보도 신설이 필요합니다. 안전사고 위험이 큽니다.,중립,10,0
C003102,2021-06-15,송파구,교통,송파구 스쿨존 과속 단속 카메라 설치를 요청합니다.,부정,8,0
C003103,2021-06-15,강남구,교통,강남구 지역 교통체증이 심각합니다. 신호 체계 개선이 필요합니다.,중립,4,1
C003104,2021-06-15,송파구,교통,송파구 심야 버스 노선 증편을 건의합니다.,중립,6,0
C003105,2021-06-15,강북구,복지,강북구 보육시설 대기 기간이 너무 깁니다. 개선 방안이 필요합니다.,긍정,7,1
C003106,2021-06-15,강남구,환경,역삼동 공원에 쓰레기통이 부족합니다. 추가 설치 부탁드립니다.,긍정,5,0
C003107,2021-06-15,강남구,환경,강남역 재활용 분리수거함이 항상 가득 차 있습니다.,중립,1,1
C003108,2021-06-15,마포구,복지,교대역 경로당 시설 개선을 요청드립니다.,긍정,11,0
C003109,2021-06-16,강북구,안전,강남역에 비상벨 설치를 건의합니다.,중립,1,1
C003110,2021-06-16,마포구,복지,서초동에 아동 돌봄센터 추가 설치가 필요합니다.,부정,13,0
C003111,2021-06-16,마포구,안전,마포구 재난 대피소 위치를 명확히 안내해주세요.,긍정,3,0
C003112,2021-06-16,강북구,안전,강북구 재난 대피소 위치를 명확히 안내해주세요.,중립,1,1
C003113,2021-06-16,강북구,안전,상암동에 비상벨 설치를 건의합니다.,긍정,3,0
C003114,2021-06-16,마포구,환경,잠실동 공원에 쓰레기통이 부족합니다. 추가 설치 부탁드립니다.,부정,3,1
C003115,2021-06-16,강북구,환경,역삼동 재활용 분리수거함이 항상 가득 차 있습니다.,부정,4,0
C003116,2021-06-16,송파구,환경,상암동 재활용 분리수거함이 항상 가득 차 있습니다.,부정,4,0
C003117,2021-06-16,마포구,교통,마포구에 자전거 도로 확충이 시급합니다.,중립,8,0
C003118,2021-06-16,강북구,안전,신촌동 가로등이 어두워 야간 통행이 불안합니다.,부정,3,0
C003119,2021-06-16,강남구,환경,신촌동 공원에 쓰레기통이 부족합니다. 추가 설치 부탁드립니다.,중립,6,0
C003120,2021-06-16,송파구,안전,송파구 재난 대피소 위치를 명확히 안내해주세요.,중립,3,0
C003121,2021-06-16,강남구,환경,강남구 하천 수질 개선이 필요합니다.,긍정,3,1
C003122,2021-06-16,강남구,안전,상암동 보안등 추가 설치로 골목길 안전을 확보해주세요.,긍정,2,0
C003123,2021-06-16,서초구,교통,교대역에 횡단보도 신설이 필요합니다. 안전사고 위험이 큽니다.,중립,3,1
C003124,2021-06-16,강북구,안전,강북구 재난 대피소 위치를 명확히 안내해주세요.,중립,2,0
C003125,2021-06-16,서초구,환경,서초구 미세먼지 저감 정책을 강화해주세요.,긍정,1,1
C003126,2021-06-16,강북구,안전,교대역 가로등이 어두워 야간 통행이 불안합니다.,부정,3,0
C003127,2021-06-16,강남구,안전,상암동에 비상벨 설치를 건의합니다.,부정,2,0
C003128,2021-06-16,송파구,복지,송파구 보육시설 대기 기간이 너무 깁니다. 개선 방안이 필요합니다.,중립,9,0
C003129,2021-06-16,강남구,교통,강남구에 자전거 도로 확충이 시급합니다.,긍정,5,0
C003130,2021-06-16,마포구,기타,마포구 지역 축제 개최를 건의합니다.,중립,4,0
C003131,2021-06-16,서초구,기타,서초구 주민센터 주차 공간이 부족합니다.,중립,4,0
C003132,2021-06-16,마포구,복지,마포구 기초생활수급자 지원 절차를 간소화해주세요.,부정,6,1
C003133,2021-06-16,강북구,환경,강북구 미세먼지 저감 정책을 강화해주세요.,긍정,4,0
C003134,2021-06-17,마포구,기타,마포구 지역 축제 개최를 건의합니다.,중립,4,0
C003135,2021-06-17,강북구,환경,강북구 신촌동 쓰레기 불법 투기 문제가 심각합니다.,부정,3,0
C003136,2021-06-17,마포구,안전,역삼동 지진 대비 시설 점검이 필요합니다.,부정,3,0
C003137,2021-06-17,강남구,교통,강남역 주변 불법 주차로 통행에 불편을 겪고 있습니다.,중립,6,0
C003138,2021-06-17,서초구,기타,강남역 도서관 장서 확충 및 운영시간 연장을 부탁드립니다.,중립,4,0
C003139,2021-06-17,마포구,기타,청담동 체육시설 이용료 할인 제도를 도입해주세요.,부정,5,0
C003140,2021-06-17,마포구,환경,신촌동 재활용 분리수거함이 항상 가득 차 있습니다.,긍정,3,1
C003141,2021-06-17,서초구,복지,잠실동 다문화가정 지원 센터 운영 시간을 연장해주세요.,중립,10,0
C003142,2021-06-17,송파구,환경,송파구 하천 수질 개선이 필요합니다.,중립,5,0
C003143,2021-06-17,강북구,기타,강북구 지역 축제 개최를 건의합니다.,중립,5,0
C003144,2021-06-17,강북구,환경,강남역 가로수 관리가 미흡합니다. 정기 점검 부탁드립니다.,중립,4,0
C003145,2021-06-17,강북구,교통,강북구 심야 버스 노선 증편을 건의합니다.,긍정,6,0
C003146,2021-06-17,강남구,환경,청담동 소음공해로 인한 피해가 큽니다. 조치 바랍니다.,긍정,3,1
C003147,2021-06-17,강북구,기타,강북구 문화센터 프로그램을 다양화해주세요.,부정,3,0
C003148,2021-06-17,마포구,안전,청담동에 비상벨 설치를 건의합니다.,부정,2,0
C003149,2021-06-17,강남구,기타,청담동 공공시설 예약 시스템 개선이 필요합니다.,긍정,4,0
C003150,2021-06-18,마포구,기타,역삼동 도서관 장서 확충 및 운영시간 연장을 부탁드립니다.,부정,3,0
C003151,2021-06-18,서초구,기타,서초구 지역 축제 개최를 건의합니다.,중립,5,0
C003152,2021-06-18,송파구,환경,송파구 하천 수질 개선이 필요합니다.,긍정,3,1
C003153,2021-06-18,마포구,기타,상암동 도서관 장서 확충 및 운영시간 연장을 부탁드립니다.,긍정,3,1
C003154,2021-06-18,서초구,복지,서초동 다문화가정 지원 센터 운영 시간을 연장해주세요.,긍정,6,1
C003155,2021-06-18,강북구,기타,강북구 상암동에 공공 와이파이 확충을 요청합니다.,긍정,4,1
C003156,2021-06-18,강남구,환경,강남구 서초동 쓰레기 불법 투기 문제가 심각합니다.,중립,3,1
C003157,2021-06-18,강남구,환경,강남구 대기오염 측정소 데이터를 실시간으로 공개해주세요.,부정,5,0
C003158,2021-06-18,송파구,환경,송파구 대기오염 측정소 데이터를 실시간으로 공개해주세요.,긍정,3,1
C003159,2021-06-18,강남구,복지,강남구 청년 일자리 지원 프로그램을 확대해주세요.,긍정,6,1
C003160,2021-06-18,강북구,환경,강남역 가로수 관리가 미흡합니다. 정기 점검 부탁드립니다.,긍정,3,1
C003161,2021-06-18,서초구,교통,출퇴근 시간대 서초구 강남역 버스 배차 간격이 너무 깁니다.,긍정,2,1
C003162,2021-06-18,강남구,환경,서초동 공원에 쓰레기통이 부족합니다. 추가 설치 부탁드립니다.,부정,5,0
C003163,2021-06-18,송파구,환경,송파구 대기오염 측정소 데이터를 실시간으로 공개해주세요.,부정,4,0
C003164,2021-06-18,마포구,기타,교대역 체육시설 이용료 할인 제도를 도입해주세요.,중립,2,1
C003165,2021-06-18,마포구,기타,교대역 도서관 장서 확충 및 운영시간 연장을 부탁드립니다.,긍정,5,0
C003166,2021-06-18,마포구,안전,마포구 재난 대피소 위치를 명확히 안내해주세요.,부정,3,0
C003167,2021-06-18,강남구,교통,강남구에 자전거 도로 확충이 시급합니다.,부정,6,0
C003168,2021-06-18,마포구,안전,청담동 가로등이 어두워 야간 통행이 불안합니다.,중립,3,0
C003169,2021-06-18,강남구,교통,강남구에 자전거 도로 확충이 시급합니다.,부정,5,0
C003170,2021-06-18,송파구,기타,송파구 지역 축제 개최를 건의합니다.,부정,5,0
C003171,2021-06-18,마포구,환경,마포구 대기오염 측정소 데이터를 실시간으로 공개해주세요.,긍정,5,0
C003172,2021-06-18,마포구,기타,잠실동 공공시설 예약 시스템 개선이 필요합니다.,부정,2,0
C003173,2021-06-18,강북구,복지,장애인 편의시설이 상암동에 부족합니다.,중립,9,0
C003174,2021-06-18,마포구,환경,마포구 대기오염 측정소 데이터를 실시간으로 공개해주세요.,긍정,6,0
C003175,2021-06-19,강남구,환경,청담동 재활용 분리수거함이 항상 가득 차 있습니다.,긍정,5,0
C003176,2021-06-19,마포구,안전,강남역 가로등이 어두워 야간 통행이 불안합니다.,중립,3,0
C003177,2021-06-19,마포구,교통,마포구 스쿨존 과속 단속 카메라 설치를 요청합니다.,긍정,4,1
C003178,2021-06-19,서초구,복지,서초구에 거주하는 독거노인입니다. 복지 서비스 신청 방법을 알려주세요.,긍정,9,0
C003179,2021-06-19,강북구,교통,강북구 청담동에 신호등이 고장났습니다. 빠른 수리 부탁드립니다.,중립,6,0
C003180,2021-06-19,마포구,교통,마포구 지역 교통체증이 심각합니다. 신호 체계 개선이 필요합니다.,중립,7,0
C003181,2021-06-19,강북구,안전,역삼동 지진 대비 시설 점검이 필요합니다.,중립,3,0
C003182,2021-06-19,마포구,교통,출퇴근 시간대 마포구 신촌동 버스 배차 간격이 너무 깁니다.,부정,7,0
C003183,2021-06-19,강북구,기타,강북구 주민센터 주차 공간이 부족합니다.,긍정,6,0
C003184,2021-06-19,강북구,기타,강북구 지역 축제 개최를 건의합니다.,중립,5,0
C003185,2021-06-19,마포구,교통,출퇴근 시간대 마포구 서초동 버스 배차 간격이 너무 깁니다.,긍정,6,0
C003186,2021-06-19,서초구,기타,서초구 신촌동에 공공 와이파이 확충을 요청합니다.,부정,5,0
C003187,2021-06-19,강북구,기타,강북구 문화센터 프로그램을 다양화해주세요.,긍정,2,1
C003188,2021-06-19,마포구,교통,마포구 상암동에 신호등이 고장났습니다. 빠른 수리 부탁드립니다.,긍정,7,0
C003189,2021-06-20,송파구,복지,청담동에 아동 돌봄센터 추가 설치가 필요합니다.,긍정,14,0
C003190,2021-06-20,마포구,복지,마포구 보육시설 대기 기간이 너무 깁니다. 개선 방안이 필요합니다.,중립,11,0
C003191,2021-06-20,강북구,환경,강북구 하천 수질 개선이 필요합니다.,중립,5,0
C003192,2021-06-20,마포구,환경,신촌동 소음공해로 인한 피해가 큽니다. 조치 바랍니다.,긍정,4,0
C003193,2021-06-20,서초구,복지,서초구 보육시설 대기 기간이 너무 깁니다. 개선 방안이 필요합니다.,부정,12,0
C003194,2021-06-20,마포구,교통,마포구 심야 버스 노선 증편을 건의합니다.,부정,8,0
C003195,2021-06-20,강남구,안전,신촌동 보안등 추가 설치로 골목길 안전을 확보해주세요.,긍정,3,0
C003196,2021-06-20,강북구,기타,강북구 지역 축제 개최를 건의합니다.,긍정,3,1
C003197,2021-06-20,서초구,교통,서초구 지역 교통체증이 심각합니다. 신호 체계 개선이 필요합니다.,긍정,7,0
C003198,2021-06-20,마포구,교통,마포구 상암동에 신호등이 고장났습니다. 빠른 수리 부탁드립니다.,부정,7,0
C003199,2021-06-20,서초구,환경,교대역 가로수 관리가 미흡합니다. 정기 점검 부탁드립니다.,긍정,4,0
C003200,2021-06-20,강남구,기타,강남역 도서관 장서 확충 및 운영시간 연장을 부탁드립니다.,중립,5,0
C003201,2021-06-20,강남구,기타,강남역 공공시설 예약 시스템 개선이 필요합니다.,중립,5,0
C003202,2021-06-21,강남구,교통,출퇴근 시간대 강남구 강남역 버스 배차 간격이 너무 깁니다.,긍정,8,0
C003203,2021-06-21,서초구,환경,서초구 미세먼지 저감 정책을 강화해주세요.,중립,3,0
C003204,2021-06-21,강북구,환경,강북구 하천 수질 개선이 필요합니다.,긍정,6,0
C003205,2021-06-21,마포구,안전,청담동에 비상벨 설치를 건의합니다.,긍정,2,0
C003206,2021-06-21,서초구,교통,서초구 심야 버스 노선 증편을 건의합니다.,부정,4,0
C003207,2021-06-21,서초구,안전,서초구 어린이 보호구역 안전시설을 강화해주세요.,부정,4,0
C003208,2021-06-21,서초구,복지,서초구에 거주하는 독거노인입니다. 복지 서비스 신청 방법을 알려주세요.,긍정,9,0
C003209,2021-06-21,강남구,복지,서초동에 아동 돌봄센터 추가 설치가 필요합니다.,긍정,12,0
C003210,2021-06-21,강북구,교통,강북구 심야 버스 노선 증편을 건의합니다.,부정,6,0
C003211,2021-06-21,서초구,복지,서초구에 거주하는 독거노인입니다. 복지 서비스 신청 방법을 알려주세요.,부정,13,0
C003212,2021-06-21,서초구,환경,서초구 대기오염 측정소 데이터를 실시간으로 공개해주세요.,부정,3,0
C003213,2021-06-21,강남구,안전,강남구 신촌동 CCTV 설치로 범죄 예방이 필요합니다.,긍정,1,1
C003214,2021-06-21,강북구,복지,잠실동 경로당 시설 개선을 요청드립니다.,중립,14,0
C003215,2021-06-21,강남구,복지,상암동 경로당 시설 개선을 요청드립니다.,긍정,5,0
C003216,2021-06-21,강북구,안전,서초동에 비상벨 설치를 건의합니다.,긍정,2,0
C003217,2021-06-21,강북구,교통,강북구 심야 버스 노선 증편을 건의합니다.,부정,6,0
C003218,2021-06-21,강북구,기타,강북구 잠실동에 공공 와이파이 확충을 요청합니다.,긍정,4,0
C003219,2021-06-21,강북구,환경,잠실동 가로수 관리가 미흡합니다. 정기 점검 부탁드립니다.,긍정,2,1
C003220,2021-06-21,서초구,환경,서초구 강남역 쓰레기 불법 투기 문제가 심각합니다.,부정,4,0
C003221,2021-06-21,강북구,교통,강북구 심야 버스 노선 증편을 건의합니다.,중립,6,0
C003222,2021-06-21,강북구,안전,강북구 화재 예방 캠페인을 정기적으로 실시해주세요.,부정,1,1
C003223,2021-06-21,강남구,환경,강남구 역삼동 쓰레기 불법 투기 문제가 심각합니다.,중립,6,0
C003224,2021-06-21,서초구,안전,서초동 가로등이 어두워 야간 통행이 불안합니다.,긍정,2,0
C003225,2021-06-21,마포구,교통,마포구에 자전거 도로 확충이 시급합니다.,부정,8,0
C003226,2021-06-21,송파구,복지,송파구 청년 일자리 지원 프로그램을 확대해주세요.,부정,6,0
C003227,2021-06-22,송파구,교통,송파구에 자전거 도로 확충이 시급합니다.,긍정,6,0
C003228,2021-06-22,서초구,환경,서초구 청담동 쓰레기 불법 투기 문제가 심각합니다.,부정,4,0
C003229,2021-06-22,강북구,교통,청담동 주변 불법 주차로 통행에 불편을 겪고 있습니다.,긍정,4,0
C003230,2021-06-22,강남구,환경,강남구 하천 수질 개선이 필요합니다.,긍정,2,0
C003231,2021-06-22,강북구,기타,강북구 지역 축제 개최를 건의합니다.,중립,3,1
C003232,2021-06-22,강남구,환경,강남구 대기오염 측정소 데이터를 실시간으로 공개해주세요.,긍정,3,0
C003233,2021-06-22,서초구,복지,강남역에 아동 돌봄센터 추가 설치가 필요합니다.,긍정,6,1
C003234,2021-06-22,서초구,교통,서초동 주변 불법 주차로 통행에 불편을 겪고 있습니다.,긍정,4,0
C003235,2021-06-22,송파구,교통,송파구 스쿨존 과속 단속 카메라 설치를 요청합니다.,부정,8,0
C003236,2021-06-22,서초구,환경,강남역 가로수 관리가 미흡합니다. 정기 점검 부탁드립니다.,부정,4,0
C003237,2021-06-22,강북구,기타,청담동 공공시설 예약 시스템 개선이 필요합니다.,긍정,4,0
C003238,2021-06-22,송파구,교통,송파구 잠실동에 신호등이 고장났습니다. 빠른 수리 부탁드립니다.,긍정,6,0
C003239,2021-06-22,강북구,기타,신촌동 도서관 장서 확충 및 운영시간 연장을 부탁드립니다.,긍정,6,0
C003240,2021-06-22,마포구,교통,마포구 강남역에 신호등이 고장났습니다. 빠른 수리 부탁드립니다.,긍정,4,1
C003241,2021-06-22,송파구,교통,송파구 스쿨존 과속 단속 카메라 설치를 요청합니다.,중립,3,1
C003242,2021-06-22,강남구,환경,강남구 미세먼지 저감 정책을 강화해주세요.,긍정,4,0
C003243,2021-06-22,송파구,기타,송파구 지역 축제 개최를 건의합니다.,중립,6,0
C003244,2021-06-22,송파구,안전,송파구 화재 예방 캠페인을 정기적으로 실시해주세요.,중립,2,0
C003245,2021-06-23,마포구,복지,마포구 청년 일자리 지원 프로그램을 확대해주세요.,긍정,5,1
C003246,2021-06-23,서초구,기타,서초구 교대역에 공공 와이파이 확충을 요청합니다.,중립,3,0
C003247,2021-06-23,서초구,복지,교대역 경로당 시설 개선을 요청드립니다.,부정,7,0
C003248,2021-06-23,마포구,기타,마포구 지역 축제 개최를 건의합니다.,긍정,3,1
C003249,2021-06-23,강남구,복지,장애인 편의시설이 역삼동에 부족합니다.,긍정,8,1
C003250,2021-06-23,서초구,안전,서초구 역삼동 CCTV 설치로 범죄 예방이 필요합니다.,부정,2,0
C003251,2021-06-23,마포구,기타,상암동 공공시설 예약 시스템 개선이 필요합니다.,부정,6,0
C003252,2021-06-23,강남구,교통,강남구 심야 버스 노선 증편을 건의합니다.,중립,7,0
C003253,2021-06-23,강남구,안전,강남구 화재 예방 캠페인을 정기적으로 실시해주세요.,부정,4,0
C003254,2021-06-23,서초구,기타,청담동에 스마트 도시 서비스를 확대해주세요.,긍정,5,0
C003255,2021-06-23,서초구,환경,강남역 소음공해로 인한 피해가 큽니다. 조치 바랍니다.,부정,5,0
C003256,2021-06-23,마포구,환경,마포구 대기오염 측정소 데이터를 실시간으로 공개해주세요.,긍정,5,0
C003257,2021-06-23,서초구,교통,잠실동 주변 불법 주차로 통행에 불편을 겪고 있습니다.,긍정,8,0
C003258,2021-06-23,강남구,교통,출퇴근 시간대 강남구 잠실동 버스 배차 간격이 너무 깁니다.,긍정,8,0
C003259,2021-06-23,강남구,안전,강남구 화재 예방 캠페인을 정기적으로 실시해주세요.,중립,3,0
C003260,2021-06-23,강북구,기타,서초동에 스마트 도시 서비스를 확대해주세요.,중립,2,0
C003261,2021-06-23,강북구,안전,강북구 화재 예방 캠페인을 정기적으로 실시해주세요.,중립,2,0
C003262,2021-06-23,강남구,환경,강남구 미세먼지 저감 정책을 강화해주세요.,부정,5,0
C003263,2021-06-23,강남구,복지,잠실동에 아동 돌봄센터 추가 설치가 필요합니다.,중립,11,0
C003264,2021-06-23,마포구,환경,마포구 상암동 쓰레기 불법 투기 문제가 심각합니다.,긍정,5,0
C003265,2021-06-23,서초구,안전,서초동 가로등이 어두워 야간 통행이 불안합니다.,부정,3,0
C003266,2021-06-23,마포구,기타,마포구 문화센터 프로그램을 다양화해주세요.,중립,3,1
C003267,2021-06-23,강남구,안전,서초동 지진 대비 시설 점검이 필요합니다.,중립,3,0
C003268,2021-06-23,서초구,교통,강남역에 횡단보도 신설이 필요합니다. 안전사고 위험이 큽니다.,긍정,6,0
C003269,2021-06-23,강북구,환경,강북구 교대역 쓰레기 불법 투기 문제가 심각합니다.,중립,4,0
C003270,2021-06-23,강북구,환경,신촌동 재활용 분리수거함이 항상 가득 차 있습니다.,부정,4,0
C003271,2021-06-23,강북구,복지,상암동 경로당 시설 개선을 요청드립니다.,부정,11,0
C003272,2021-06-23,강남구,환경,강남구 미세먼지 저감 정책을 강화해주세요.,부정,5,0
C003273,2021-06-24,강북구,교통,출퇴근 시간대 강북구 교대역 버스 배차 간격이 너무 깁니다.,부정,6,0
C003274,2021-06-24,강북구,교통,강남역에 횡단보도 신설이 필요합니다. 안전사고 위험이 큽니다.,부정,6,0
C003275,2021-06-24,송파구,교통,송파구 청담동에 신호등이 고장났습니다. 빠른 수리 부탁드립니다.,중립,6,0
C003276,2021-06-24,송파구,기타,청담동 도서관 장서 확충 및 운영시간 연장을 부탁드립니다.,중립,4,1
C003277,2021-06-24,강남구,기타,역삼동 체육시설 이용료 할인 제도를 도입해주세요.,긍정,3,1
C003278,2021-06-24,강북구,안전,강북구 상암동 CCTV 설치로 범죄 예방이 필요합니다.,긍정,1,1
C003279,2021-06-24,마포구,교통,마포구 스쿨존 과속 단속 카메라 설치를 요청합니다.,중립,6,0
C003280,2021-06-24,강남구,기타,교대역 도서관 장서 확충 및 운영시간 연장을 부탁드립니다.,부정,5,0
C003281,2021-06-24,강남구,교통,강남구 스쿨존 과속 단속 카메라 설치를 요청합니다.,부정,3,0
C003282,2021-06-24,서초구,교통,서초구 심야 버스 노선 증편을 건의합니다.,긍정,4,0
C003283,2021-06-24,서초구,안전,서초구 어린이 보호구역 안전시설을 강화해주세요.,긍정,3,0
C003284,2021-06-24,송파구,환경,송파구 하천 수질 개선이 필요합니다.,긍정,4,0
C003285,2021-06-24,마포구,환경,역삼동 소음공해로 인한 피해가 큽니다. 조치 바랍니다.,부정,5,0
C003286,2021-06-24,강북구,안전,강남역 보안등 추가 설치로 골목길 안전을 확보해주세요.,부정,2,0
C003287,2021-06-24,강남구,기타,상암동 공공시설 예약 시스템 개선이 필요합니다.,긍정,1,1
C003288,2021-06-24,마포구,기타,마포구 주민센터 주차 공간이 부족합니다.,부정,6,0
C003289,2021-06-24,강남구,환경,잠실동 가로수 관리가 미흡합니다. 정기 점검 부탁드립니다.,긍정,2,1
C003290,2021-06-24,강남구,복지,서초동에 아동 돌봄센터 추가 설치가 필요합니다.,긍정,12,0
C003291,2021-06-24,송파구,교통,송파구 심야 버스 노선 증편을 건의합니다.,부정,6,0
C003292,2021-06-24,강남구,환경,청담동 공원에 쓰레기통이 부족합니다. 추가 설치 부탁드립니다.,중립,6,0
C003293,2021-06-24,강북구,안전,잠실동 가로등이 어두워 야간 통행이 불안합니다.,중립,2,0
C003294,2021-06-24,강남구,기타,서초동 체육시설 이용료 할인 제도를 도입해주세요.,긍정,4,0
C003295,2021-06-24,마포구,기타,강남역 체육시설 이용료 할인 제도를 도입해주세요.,긍정,3,1
C003296,2021-06-24,강남구,안전,상암동 가로등이 어두워 야간 통행이 불안합니다.,부정,3,0
C003297,2021-06-24,마포구,교통,출퇴근 시간대 마포구 신촌동 버스 배차 간격이 너무 깁니다.,중립,6,1
C003298,2021-06-24,송파구,복지,송파구에 거주하는 독거노인입니다. 복지 서비스 신청 방법을 알려주세요.,긍정,10,0
C003299,2021-06-25,서초구,교통,서초구에 자전거 도로 확충이 시급합니다.,부정,5,0
C003300,2021-06-25,서초구,교통,교대역에 횡단보도 신설이 필요합니다. 안전사고 위험이 큽니다.,긍정,5,0
C003301,2021-06-25,강남구,안전,서초동 보안등 추가 설치로 골목길 안전을 확보해주세요.,긍정,1,0
C003302,2021-06-25,강북구,교통,출퇴근 시간대 강북구 청담동 버스 배차 간격이 너무 깁니다.,긍정,7,0
C003303,2021-06-25,마포구,기타,마포구 지역 축제 개최를 건의합니다.,부정,5,0
C003304,2021-06-25,서초구,기타,서초구 문화센터 프로그램을 다양화해주세요.,부정,6,0
C003305,2021-06-25,서초구,안전,잠실동 보안등 추가 설치로 골목길 안전을 확보해주세요.,중립,2,0
C003306,2021-06-25,강남구,기타,청담동 도서관 장서 확충 및 운영시간 연장을 부탁드립니다.,긍정,6,0
C003307,2021-06-25,강남구,기타,강남역 체육시설 이용료 할인 제도를 도입해주세요.,긍정,2,1
C003308,2021-06-25,강남구,기타,역삼동에 스마트 도시 서비스를 확대해주세요.,긍정,5,0
C003309,2021-06-25,마포구,기타,마포구 문화센터 프로그램을 다양화해주세요.,부정,4,0
C003310,2021-06-25,강북구,안전,역삼동 보안등 추가 설치로 골목길 안전을 확보해주세요.,중립,2,0
C003311,2021-06-25,송파구,환경,송파구 하천 수질 개선이 필요합니다.,중립,5,0
C003312,2021-06-25,강북구,복지,강북구에 거주하는 독거노인입니다. 복지 서비스 신청 방법을 알려주세요.,부정,8,0
C003313,2021-06-25,강북구,환경,강북구 대기오염 측정소 데이터를 실시간으로 공개해주세요.,긍정,5,0
C003314,2021-06-25,서초구,환경,강남역 공원에 쓰레기통이 부족합니다. 추가 설치 부탁드립니다.,긍정,6,0
C003315,2021-06-25,서초구,교통,서초구 스쿨존 과속 단속 카메라 설치를 요청합니다.,중립,8,0
C003316,2021-06-25,서초구,안전,서초구 어린이 보호구역 안전시설을 강화해주세요.,중립,2,0
C003317,2021-06-25,강남구,교통,출퇴근 시간대 강남구 신촌동 버스 배차 간격이 너무 깁니다.,중립,8,0
C003318,2021-06-25,송파구,기타,송파구 상암동에 공공 와이파이 확충을 요청합니다.,중립,5,0
