complaint_id,text,category,sentiment,status,date,location,language,source
EE_00141,Air quality monitoring should be enhanced. Environmental impact is concerning.,Environment,negative,in_progress,2025-03-02,Pärnu,en,Estonian e-Gov Portal
EE_00081,Data synchronization between services is problematic. User interface needs modernization.,Digital Services,negative,in_progress,2025-06-06,Keila,en,Estonian e-Gov Portal
KR_00651,대중교통 환승 시스템 개선이 필요합니다. 사고 위험이 높아지고 있습니다.,교통,neutral,처리중,2025-08-20,세종시,ko,국민신문고
EE_00063,Green spaces maintenance is inadequate. Public awareness campaigns needed.,Environment,neutral,in_progress,2025-06-25,Tallinn,en,Estonian e-Gov Portal
KR_00490,대중교통 환승 시스템 개선이 필요합니다. 긴급한 대책 마련이 필요합니다.,교통,positive,완료,2025-07-01,경기 용인시,ko,국민신문고
KR_00482,민원 처리 속도가 너무 느립니다. 투명성을 강화해야 합니다.,행정,negative,접수,2025-06-24,충북 청주시,ko,국민신문고
KR_00567,복지 지원금 신청 절차가 복잡하여 어려움을 겪고 있습니다. 온라인 신청 시스템 개선이 시급합니다.,복지,negative,접수,2025-01-12,인천 연수구,ko,국민신문고
KR_00616,재난 대응 시스템 개선이 필요합니다. 사고 예방이 시급합니다.,안전,neutral,처리중,2024-11-23,경기 용인시,ko,국민신문고
KR_00071,생활 소음 규제를 강화해야 합니다. 생활 환경이 악화되고 있습니다.,환경,negative,접수,2025-01-27,인천 연수구,ko,국민신문고
KR_00515,강원 춘천시 지역 미세먼지 대책을 강화해 주세요. 시민 참여 방안을 마련해 주세요.,환경,negative,완료,2025-03-22,강원 춘천시,ko,국민신문고
KR_00639,생활 소음 규제를 강화해야 합니다. 체계적인 관리가 필요합니다.,환경,positive,접수,2024-12-17,경기 용인시,ko,국민신문고
EE_00241,Data synchronization between services is problematic. Integration with other services required.,Digital Services,positive,in_progress,2025-04-25,Keila,en,Estonian e-Gov Portal
KR_00037,복지 지원금 신청 절차가 복잡하여 어려움을 겪고 있습니다. 담당 공무원의 안내가 부족합니다.,복지,positive,접수,2025-02-07,서울 강남구,ko,국민신문고
KR_00056,서울 강남구 지역 신호등 체계 개선이 필요합니다. 긴급한 대책 마련이 필요합니다.,교통,negative,완료,2025-03-01,서울 강남구,ko,국민신문고
KR_00109,기초연금 수급 자격 기준이 너무 엄격합니다. 지역별 격차가 심각합니다.,복지,negative,접수,2025-01-19,경기 수원시,ko,국민신문고
KR_00494,출퇴근 시간 전북 전주시 버스 배차 간격이 너무 깁니다. 장기적인 계획 수립을 요청합니다.,교통,negative,완료,2025-06-16,전북 전주시,ko,국민신문고
EE_00102,Electronic ticketing system has issues. Service frequency is insufficient.,Public Transport,neutral,in_progress,2024-11-13,Kuressaare,en,Estonian e-Gov Portal
KR_00192,노인 복지 서비스 확대가 필요합니다. 온라인 신청 시스템 개선이 시급합니다.,복지,negative,처리중,2025-03-22,강원 춘천시,ko,국민신문고
KR_00100,보육료 지원이 실제 필요한 가정에 제대로 전달되지 않습니다. 서류 준비 과정이 너무 복잡합니다.,복지,negative,처리중,2025-05-18,광주 서구,ko,국민신문고
KR_00262,경기 용인시 도로 포장 상태가 매우 불량합니다. 시민들의 불편이 가중되고 있습니다.,교통,negative,처리중,2024-12-19,경기 용인시,ko,국민신문고
KR_00625,행정 정보 공개를 확대해 주세요. 디지털 전환이 시급합니다.,행정,negative,처리중,2024-11-03,대구 수성구,ko,국민신문고
EE_00138,Electronic ticketing system has issues. Commuters face daily delays.,Public Transport,negative,resolved,2025-02-11,Rakvere,en,Estonian e-Gov Portal
EE_00222,Online service for voting is not user-friendly. Mobile compatibility issues persist.,Digital Services,positive,resolved,2025-09-06,Rakvere,en,Estonian e-Gov Portal
KR_00198,재활용 분리수거 시스템 개선이 필요합니다. 체계적인 관리가 필요합니다.,환경,negative,완료,2025-06-30,대구 수성구,ko,국민신문고
KR_00419,노인 복지 서비스 확대가 필요합니다. 서류 준비 과정이 너무 복잡합니다.,복지,negative,처리중,2025-04-15,경북 포항시,ko,국민신문고
KR_00624,재활용 분리수거 시스템 개선이 필요합니다. 체계적인 관리가 필요합니다.,환경,negative,완료,2024-12-30,경기 수원시,ko,국민신문고
EE_00169,Digital prescription system needs enhancement. Elderly citizens struggle with the system.,Healthcare,positive,in_progress,2025-07-22,Haapsalu,en,Estonian e-Gov Portal
EE_00194,Sustainable energy initiatives needed. Public awareness campaigns needed.,Environment,negative,resolved,2025-04-27,Pärnu,en,Estonian e-Gov Portal
EE_00080,Parent portal functionality is limited. Communication features are lacking.,Education,neutral,resolved,2024-11-26,Tallinn,en,Estonian e-Gov Portal
KR_00065,전남 여수시 지역 미세먼지 대책을 강화해 주세요. 체계적인 관리가 필요합니다.,환경,negative,처리중,2025-03-05,전남 여수시,ko,국민신문고
KR_00429,기초연금 수급 자격 기준이 너무 엄격합니다. 온라인 신청 시스템 개선이 시급합니다.,복지,negative,완료,2025-02-20,충남 천안시,ko,국민신문고
EE_00024,Insurance claim process is too complex. User guidance is insufficient.,Healthcare,negative,resolved,2025-08-18,Sillamäe,en,Estonian e-Gov Portal
EE_00232,Insurance claim process is too complex. Processing time is excessive.,Healthcare,negative,submitted,2025-08-27,Kohtla-Järve,en,Estonian e-Gov Portal
EE_00278,Electronic ticketing system has issues. Better coordination required.,Public Transport,negative,resolved,2024-11-29,Rakvere,en,Estonian e-Gov Portal
KR_00485,전남 여수시 도로 포장 상태가 매우 불량합니다. 사고 위험이 높아지고 있습니다.,교통,negative,완료,2024-12-23,전남 여수시,ko,국민신문고
EE_00039,Public transport schedule in Viljandi needs adjustment. Service frequency is insufficient.,Public Transport,negative,resolved,2025-02-16,Viljandi,en,Estonian e-Gov Portal
KR_00637,의료비 지원 대상자 선정 기준을 완화해 주세요. 담당 공무원의 안내가 부족합니다.,복지,negative,처리중,2025-01-28,강원 춘천시,ko,국민신문고
EE_00252,Student data management needs attention. System crashes during peak times.,Education,negative,resolved,2025-08-04,Haapsalu,en,Estonian e-Gov Portal
EE_00293,Waste management system in Valga needs improvement. Public awareness campaigns needed.,Environment,negative,resolved,2025-05-01,Valga,en,Estonian e-Gov Portal
KR_00399,복지 지원금 신청 절차가 복잡하여 어려움을 겪고 있습니다. 온라인 신청 시스템 개선이 시급합니다.,복지,negative,접수,2024-12-15,전남 여수시,ko,국민신문고
EE_00078,Insurance claim process is too complex. System integration issues exist.,Healthcare,neutral,in_progress,2024-12-13,Haapsalu,en,Estonian e-Gov Portal
EE_00248,E-school platform needs technical improvements. System crashes during peak times.,Education,neutral,in_progress,2024-10-15,Jõhvi,en,Estonian e-Gov Portal
KR_00375,재활용 분리수거 시스템 개선이 필요합니다. 주민 건강이 위협받고 있습니다.,환경,negative,처리중,2024-12-16,인천 연수구,ko,국민신문고
EE_00134,Recycling facilities are insufficient. Public awareness campaigns needed.,Environment,negative,resolved,2024-09-28,Tartu,en,Estonian e-Gov Portal
KR_00658,의료비 지원 대상자 선정 기준을 완화해 주세요. 서류 준비 과정이 너무 복잡합니다.,복지,negative,접수,2025-03-27,울산 남구,ko,국민신문고
KR_00692,출퇴근 시간 울산 남구 버스 배차 간격이 너무 깁니다. 경제적 손실이 발생하고 있습니다.,교통,negative,완료,2025-08-14,울산 남구,ko,국민신문고
KR_00416,주차 공간 부족 문제를 해결해 주세요. 시민들의 불편이 가중되고 있습니다.,교통,negative,완료,2025-08-14,충남 천안시,ko,국민신문고
KR_00621,경북 포항시 공원 관리가 제대로 되지 않고 있습니다. 시민 참여 방안을 마련해 주세요.,환경,negative,완료,2025-04-18,경북 포항시,ko,국민신문고
EE_00019,Insurance claim process is too complex. Elderly citizens struggle with the system.,Healthcare,neutral,in_progress,2025-03-27,Maardu,en,Estonian e-Gov Portal
KR_00094,의료비 지원 대상자 선정 기준을 완화해 주세요. 지역별 격차가 심각합니다.,복지,neutral,처리중,2025-09-06,대구 수성구,ko,국민신문고
KR_00677,경기 용인시 도로 포장 상태가 매우 불량합니다. 긴급한 대책 마련이 필요합니다.,교통,negative,완료,2024-10-06,경기 용인시,ko,국민신문고
KR_00479,노인 복지 서비스 확대가 필요합니다. 지역별 격차가 심각합니다.,복지,positive,접수,2025-08-25,세종시,ko,국민신문고
EE_00231,Bus route optimization required for Maardu. Better coordination required.,Public Transport,neutral,submitted,2025-02-07,Maardu,en,Estonian e-Gov Portal
KR_00463,도시 녹지 공간을 확대해 주세요. 체계적인 관리가 필요합니다.,환경,negative,처리중,2025-01-18,제주시,ko,국민신문고
KR_00350,노인 복지 서비스 확대가 필요합니다. 온라인 신청 시스템 개선이 시급합니다.,복지,negative,처리중,2024-12-02,인천 연수구,ko,국민신문고
KR_00270,공공시설 안전 점검을 철저히 해주세요. 사고 예방이 시급합니다.,안전,negative,완료,2024-11-22,광주 서구,ko,국민신문고
KR_00318,경기 수원시 도로 포장 상태가 매우 불량합니다. 장기적인 계획 수립을 요청합니다.,교통,negative,처리중,2025-04-29,경기 수원시,ko,국민신문고
KR_00433,인천 연수구 도로 포장 상태가 매우 불량합니다. 시민들의 불편이 가중되고 있습니다.,교통,negative,처리중,2025-02-12,인천 연수구,ko,국민신문고
KR_00022,공공시설 안전 점검을 철저히 해주세요. 사고 예방이 시급합니다.,안전,negative,접수,2024-12-30,인천 연수구,ko,국민신문고
EE_00285,Insurance claim process is too complex. Elderly citizens struggle with the system.,Healthcare,neutral,in_progress,2024-10-09,Haapsalu,en,Estonian e-Gov Portal
EE_00255,Bus route optimization required for Jõhvi. System updates are urgently needed.,Public Transport,negative,submitted,2025-08-26,Jõhvi,en,Estonian e-Gov Portal
KR_00300,전북 전주시 도로 포장 상태가 매우 불량합니다. 경제적 손실이 발생하고 있습니다.,교통,negative,완료,2025-05-10,전북 전주시,ko,국민신문고
KR_00006,보육료 지원이 실제 필요한 가정에 제대로 전달되지 않습니다. 소득 기준을 현실화해야 합니다.,복지,neutral,처리중,2025-09-05,경기 용인시,ko,국민신문고
EE_00157,Telemedicine services require expansion. User guidance is insufficient.,Healthcare,neutral,submitted,2025-04-10,Viljandi,en,Estonian e-Gov Portal
EE_00237,E-school platform needs technical improvements. Communication features are lacking.,Education,neutral,submitted,2025-09-08,Narva,en,Estonian e-Gov Portal
KR_00185,어린이 보호구역 안전시설을 강화해 주세요. 주민 불안감이 증가하고 있습니다.,안전,negative,처리중,2025-02-23,충북 청주시,ko,국민신문고
KR_00544,생활 소음 규제를 강화해야 합니다. 예산 확대가 시급합니다.,환경,negative,완료,2025-03-08,경기 수원시,ko,국민신문고
KR_00587,주차 공간 부족 문제를 해결해 주세요. 장기적인 계획 수립을 요청합니다.,교통,negative,처리중,2025-02-18,전남 여수시,ko,국민신문고
EE_00264,Digital learning resources are outdated. Content quality varies significantly.,Education,negative,resolved,2024-10-12,Tallinn,en,Estonian e-Gov Portal
KR_00046,복지 지원금 신청 절차가 복잡하여 어려움을 겪고 있습니다. 서류 준비 과정이 너무 복잡합니다.,복지,negative,완료,2024-10-02,경기 수원시,ko,국민신문고
EE_00056,E-school platform needs technical improvements. Mobile access is problematic.,Education,positive,resolved,2024-11-11,Viljandi,en,Estonian e-Gov Portal
KR_00169,보육료 지원이 실제 필요한 가정에 제대로 전달되지 않습니다. 서류 준비 과정이 너무 복잡합니다.,복지,positive,완료,2025-02-07,대전 유성구,ko,국민신문고
KR_00562,의료비 지원 대상자 선정 기준을 완화해 주세요. 지역별 격차가 심각합니다.,복지,negative,접수,2025-05-23,대전 유성구,ko,국민신문고
EE_00297,Waste management system in Rakvere needs improvement. Investment in infrastructure required.,Environment,positive,in_progress,2025-07-22,Rakvere,en,Estonian e-Gov Portal
KR_00203,대구 수성구 지역 미세먼지 대책을 강화해 주세요. 예산 확대가 시급합니다.,환경,negative,처리중,2025-01-02,대구 수성구,ko,국민신문고
KR_00686,복지 지원금 신청 절차가 복잡하여 어려움을 겪고 있습니다. 지역별 격차가 심각합니다.,복지,neutral,완료,2024-11-17,강원 춘천시,ko,국민신문고
KR_00444,노인 복지 서비스 확대가 필요합니다. 소득 기준을 현실화해야 합니다.,복지,positive,접수,2024-12-10,경기 용인시,ko,국민신문고
KR_00514,대구 수성구 지역 미세먼지 대책을 강화해 주세요. 예산 확대가 시급합니다.,환경,negative,처리중,2025-01-20,대구 수성구,ko,국민신문고
KR_00327,기초연금 수급 자격 기준이 너무 엄격합니다. 담당 공무원의 안내가 부족합니다.,복지,neutral,처리중,2025-08-28,경기 용인시,ko,국민신문고
KR_00082,공무원 응대 서비스 개선이 필요합니다. 디지털 전환이 시급합니다.,행정,negative,처리중,2025-02-25,경기 용인시,ko,국민신문고
KR_00358,노인 복지 서비스 확대가 필요합니다. 서류 준비 과정이 너무 복잡합니다.,복지,positive,접수,2024-10-05,경북 포항시,ko,국민신문고
KR_00464,대중교통 환승 시스템 개선이 필요합니다. 사고 위험이 높아지고 있습니다.,교통,negative,처리중,2025-05-31,인천 연수구,ko,국민신문고
KR_00378,가로등이 고장난 지 오래되었습니다. 예방 대책을 마련해 주세요.,안전,negative,처리중,2025-07-18,전남 여수시,ko,국민신문고
KR_00424,민원 처리 속도가 너무 느립니다. 디지털 전환이 시급합니다.,행정,negative,접수,2025-03-23,강원 춘천시,ko,국민신문고
KR_00249,보육료 지원이 실제 필요한 가정에 제대로 전달되지 않습니다. 지역별 격차가 심각합니다.,복지,negative,처리중,2025-08-18,광주 서구,ko,국민신문고
KR_00238,충북 청주시 지역 신호등 체계 개선이 필요합니다. 경제적 손실이 발생하고 있습니다.,교통,negative,처리중,2024-12-09,충북 청주시,ko,국민신문고
KR_00693,강원 춘천시 공원 관리가 제대로 되지 않고 있습니다. 체계적인 관리가 필요합니다.,환경,negative,접수,2025-09-20,강원 춘천시,ko,국민신문고
KR_00397,재난 대응 시스템 개선이 필요합니다. 신속한 조치를 요청합니다.,안전,negative,완료,2025-02-08,전북 전주시,ko,국민신문고
KR_00566,서류 발급 절차를 간소화해 주세요. 업무 효율성을 높여야 합니다.,행정,positive,완료,2025-03-05,광주 서구,ko,국민신문고
KR_00635,노인 복지 서비스 확대가 필요합니다. 소득 기준을 현실화해야 합니다.,복지,negative,완료,2025-09-04,제주시,ko,국민신문고
KR_00077,서류 발급 절차를 간소화해 주세요. 업무 효율성을 높여야 합니다.,행정,neutral,처리중,2024-11-11,세종시,ko,국민신문고
KR_00387,대전 유성구 지역에 CCTV 설치를 요청합니다. 정기적인 점검이 필요합니다.,안전,negative,접수,2024-10-08,대전 유성구,ko,국민신문고
KR_00606,전남 여수시 도로 포장 상태가 매우 불량합니다. 장기적인 계획 수립을 요청합니다.,교통,negative,완료,2025-04-20,전남 여수시,ko,국민신문고
KR_00208,공공시설 안전 점검을 철저히 해주세요. 신속한 조치를 요청합니다.,안전,negative,접수,2025-02-13,경기 성남시,ko,국민신문고
KR_00572,도시 녹지 공간을 확대해 주세요. 시민 참여 방안을 마련해 주세요.,환경,negative,완료,2025-01-09,인천 연수구,ko,국민신문고
EE_00223,Data synchronization between services is problematic. Error messages are not informative.,Digital Services,negative,resolved,2025-05-11,Haapsalu,en,Estonian e-Gov Portal
KR_00083,공공시설 안전 점검을 철저히 해주세요. 예방 대책을 마련해 주세요.,안전,negative,접수,2025-01-22,울산 남구,ko,국민신문고
KR_00550,공무원 응대 서비스 개선이 필요합니다. 투명성을 강화해야 합니다.,행정,negative,완료,2025-06-22,서울 강북구,ko,국민신문고
KR_00374,서류 발급 절차를 간소화해 주세요. 시민 중심 서비스가 필요합니다.,행정,negative,완료,2025-02-12,대구 수성구,ko,국민신문고
KR_00212,행정 정보 공개를 확대해 주세요. 업무 효율성을 높여야 합니다.,행정,negative,처리중,2025-08-27,경기 성남시,ko,국민신문고
EE_00239,Air quality monitoring should be enhanced. Public awareness campaigns needed.,Environment,negative,resolved,2025-08-23,Rakvere,en,Estonian e-Gov Portal
KR_00033,기초연금 수급 자격 기준이 너무 엄격합니다. 담당 공무원의 안내가 부족합니다.,복지,neutral,접수,2025-06-21,경기 성남시,ko,국민신문고
KR_00164,복지 지원금 신청 절차가 복잡하여 어려움을 겪고 있습니다. 소득 기준을 현실화해야 합니다.,복지,negative,처리중,2025-08-09,서울 강북구,ko,국민신문고
KR_00401,공무원 응대 서비스 개선이 필요합니다. 디지털 전환이 시급합니다.,행정,neutral,처리중,2025-02-20,제주시,ko,국민신문고
EE_00077,Sustainable energy initiatives needed. Public awareness campaigns needed.,Environment,negative,in_progress,2025-04-14,Keila,en,Estonian e-Gov Portal
EE_00111,Green spaces maintenance is inadequate. Residents demand better services.,Environment,negative,in_progress,2025-09-12,Võru,en,Estonian e-Gov Portal
KR_00078,주차 공간 부족 문제를 해결해 주세요. 긴급한 대책 마련이 필요합니다.,교통,neutral,접수,2025-04-09,부산 해운대구,ko,국민신문고
KR_00124,경남 창원시 지역에 CCTV 설치를 요청합니다. 신속한 조치를 요청합니다.,안전,negative,완료,2025-01-30,경남 창원시,ko,국민신문고
KR_00076,공공시설 안전 점검을 철저히 해주세요. 정기적인 점검이 필요합니다.,안전,negative,접수,2025-01-27,경북 포항시,ko,국민신문고
KR_00519,행정 정보 공개를 확대해 주세요. 투명성을 강화해야 합니다.,행정,neutral,처리중,2025-08-18,경남 창원시,ko,국민신문고
KR_00507,세종시 지역 미세먼지 대책을 강화해 주세요. 체계적인 관리가 필요합니다.,환경,positive,접수,2025-07-02,세종시,ko,국민신문고
KR_00667,서울 강북구 지역 신호등 체계 개선이 필요합니다. 장기적인 계획 수립을 요청합니다.,교통,neutral,접수,2025-07-04,서울 강북구,ko,국민신문고
KR_00268,도시 녹지 공간을 확대해 주세요. 체계적인 관리가 필요합니다.,환경,negative,처리중,2024-12-19,부산 해운대구,ko,국민신문고
KR_00631,민원 처리 속도가 너무 느립니다. 업무 효율성을 높여야 합니다.,행정,neutral,완료,2025-02-17,경북 포항시,ko,국민신문고
KR_00290,재난 대응 시스템 개선이 필요합니다. 예방 대책을 마련해 주세요.,안전,negative,접수,2025-04-11,경기 수원시,ko,국민신문고
KR_00610,어린이 보호구역 안전시설을 강화해 주세요. 정기적인 점검이 필요합니다.,안전,negative,접수,2025-07-15,서울 강남구,ko,국민신문고
KR_00273,어린이 보호구역 안전시설을 강화해 주세요. 신속한 조치를 요청합니다.,안전,negative,완료,2025-03-04,전북 전주시,ko,국민신문고
EE_00196,Waste management system in Kuressaare needs improvement. Long-term planning is essential.,Environment,negative,submitted,2025-04-30,Kuressaare,en,Estonian e-Gov Portal
KR_00240,공공시설 안전 점검을 철저히 해주세요. 예방 대책을 마련해 주세요.,안전,negative,완료,2025-09-05,경북 포항시,ko,국민신문고
KR_00341,재난 대응 시스템 개선이 필요합니다. 사고 예방이 시급합니다.,안전,negative,완료,2025-02-02,울산 남구,ko,국민신문고
KR_00256,어린이 보호구역 안전시설을 강화해 주세요. 정기적인 점검이 필요합니다.,안전,negative,접수,2025-07-31,경기 성남시,ko,국민신문고
EE_00212,Telemedicine services require expansion. Processing time is excessive.,Healthcare,neutral,in_progress,2024-12-08,Tallinn,en,Estonian e-Gov Portal
KR_00096,공무원 응대 서비스 개선이 필요합니다. 디지털 전환이 시급합니다.,행정,positive,처리중,2025-02-04,충북 청주시,ko,국민신문고
EE_00091,Parent portal functionality is limited. Mobile access is problematic.,Education,negative,submitted,2025-05-02,Sillamäe,en,Estonian e-Gov Portal
KR_00585,대구 수성구 도로 포장 상태가 매우 불량합니다. 긴급한 대책 마련이 필요합니다.,교통,neutral,처리중,2025-08-26,대구 수성구,ko,국민신문고
KR_00626,공공시설 안전 점검을 철저히 해주세요. 사고 예방이 시급합니다.,안전,negative,처리중,2025-07-31,서울 강북구,ko,국민신문고
KR_00281,경기 수원시 지역 미세먼지 대책을 강화해 주세요. 주민 건강이 위협받고 있습니다.,환경,negative,완료,2024-10-28,경기 수원시,ko,국민신문고
EE_00072,Green spaces maintenance is inadequate. Long-term planning is essential.,Environment,neutral,resolved,2025-08-19,Tallinn,en,Estonian e-Gov Portal
EE_00095,Accessibility features need improvement. Service frequency is insufficient.,Public Transport,negative,submitted,2025-05-14,Valga,en,Estonian e-Gov Portal
KR_00659,공무원 응대 서비스 개선이 필요합니다. 투명성을 강화해야 합니다.,행정,negative,처리중,2025-08-06,서울 강북구,ko,국민신문고
EE_00190,Air quality monitoring should be enhanced. Residents demand better services.,Environment,negative,in_progress,2025-08-09,Sillamäe,en,Estonian e-Gov Portal
EE_00125,Electronic ticketing system has issues. Commuters face daily delays.,Public Transport,positive,resolved,2024-11-16,Narva,en,Estonian e-Gov Portal
KR_00103,공무원 응대 서비스 개선이 필요합니다. 디지털 전환이 시급합니다.,행정,negative,처리중,2025-05-26,부산 해운대구,ko,국민신문고
KR_00161,보육료 지원이 실제 필요한 가정에 제대로 전달되지 않습니다. 서류 준비 과정이 너무 복잡합니다.,복지,negative,완료,2025-03-21,세종시,ko,국민신문고
EE_00156,Public transport schedule in Valga needs adjustment. System updates are urgently needed.,Public Transport,negative,resolved,2025-04-23,Valga,en,Estonian e-Gov Portal
KR_00222,공공시설 안전 점검을 철저히 해주세요. 예방 대책을 마련해 주세요.,안전,negative,완료,2024-11-15,서울 강북구,ko,국민신문고
KR_00697,어린이 보호구역 안전시설을 강화해 주세요. 신속한 조치를 요청합니다.,안전,neutral,완료,2024-12-26,대구 수성구,ko,국민신문고
EE_00295,Real-time tracking system not accurate. Commuters face daily delays.,Public Transport,negative,submitted,2025-08-19,Tartu,en,Estonian e-Gov Portal
KR_00155,세종시 지역 신호등 체계 개선이 필요합니다. 장기적인 계획 수립을 요청합니다.,교통,negative,완료,2024-10-25,세종시,ko,국민신문고
KR_00499,생활 소음 규제를 강화해야 합니다. 시민 참여 방안을 마련해 주세요.,환경,negative,완료,2025-04-30,광주 서구,ko,국민신문고
KR_00178,민원 처리 속도가 너무 느립니다. 투명성을 강화해야 합니다.,행정,negative,접수,2024-11-20,충남 천안시,ko,국민신문고
KR_00556,전남 여수시 지역에 CCTV 설치를 요청합니다. 정기적인 점검이 필요합니다.,안전,negative,접수,2025-07-12,전남 여수시,ko,국민신문고
KR_00219,서류 발급 절차를 간소화해 주세요. 업무 효율성을 높여야 합니다.,행정,negative,처리중,2025-01-10,전남 여수시,ko,국민신문고
KR_00537,주차 공간 부족 문제를 해결해 주세요. 경제적 손실이 발생하고 있습니다.,교통,negative,처리중,2025-07-26,충남 천안시,ko,국민신문고
KR_00272,생활 소음 규제를 강화해야 합니다. 시민 참여 방안을 마련해 주세요.,환경,negative,접수,2024-11-10,충북 청주시,ko,국민신문고
EE_00226,Bus route optimization required for Tallinn. Service frequency is insufficient.,Public Transport,neutral,resolved,2025-09-21,Tallinn,en,Estonian e-Gov Portal
KR_00035,보육료 지원이 실제 필요한 가정에 제대로 전달되지 않습니다. 지역별 격차가 심각합니다.,복지,negative,완료,2025-09-20,대구 수성구,ko,국민신문고
EE_00106,E-health system appointment booking is complicated. Elderly citizens struggle with the system.,Healthcare,positive,in_progress,2025-06-01,Kohtla-Järve,en,Estonian e-Gov Portal
KR_00356,출퇴근 시간 전남 여수시 버스 배차 간격이 너무 깁니다. 사고 위험이 높아지고 있습니다.,교통,negative,접수,2024-11-05,전남 여수시,ko,국민신문고
KR_00409,대중교통 환승 시스템 개선이 필요합니다. 사고 위험이 높아지고 있습니다.,교통,negative,접수,2025-02-09,전북 전주시,ko,국민신문고
EE_00283,Mobile app functionality should be enhanced. Error messages are not informative.,Digital Services,neutral,resolved,2024-12-03,Narva,en,Estonian e-Gov Portal
EE_00030,Online service for tax filing is not user-friendly. Integration with other services required.,Digital Services,neutral,resolved,2025-04-22,Narva,en,Estonian e-Gov Portal
KR_00048,복지 지원금 신청 절차가 복잡하여 어려움을 겪고 있습니다. 서류 준비 과정이 너무 복잡합니다.,복지,neutral,완료,2025-07-10,대구 수성구,ko,국민신문고
KR_00521,가로등이 고장난 지 오래되었습니다. 주민 불안감이 증가하고 있습니다.,안전,negative,완료,2025-06-11,충남 천안시,ko,국민신문고
EE_00216,Digital prescription system needs enhancement. Processing time is excessive.,Healthcare,neutral,in_progress,2024-12-31,Jõhvi,en,Estonian e-Gov Portal
KR_00541,세종시 지역 신호등 체계 개선이 필요합니다. 사고 위험이 높아지고 있습니다.,교통,negative,처리중,2024-10-13,세종시,ko,국민신문고
KR_00363,복지 지원금 신청 절차가 복잡하여 어려움을 겪고 있습니다. 소득 기준을 현실화해야 합니다.,복지,neutral,처리중,2025-04-11,전북 전주시,ko,국민신문고
KR_00153,재활용 분리수거 시스템 개선이 필요합니다. 주민 건강이 위협받고 있습니다.,환경,negative,처리중,2024-10-11,강원 춘천시,ko,국민신문고
KR_00025,노인 복지 서비스 확대가 필요합니다. 온라인 신청 시스템 개선이 시급합니다.,복지,negative,완료,2025-07-05,인천 연수구,ko,국민신문고
EE_00296,Digital ID authentication process needs improvement. Error messages are not informative.,Digital Services,neutral,in_progress,2025-06-15,Tartu,en,Estonian e-Gov Portal
EE_00054,Bus route optimization required for Tartu. Service frequency is insufficient.,Public Transport,negative,submitted,2025-09-06,Tartu,en,Estonian e-Gov Portal
KR_00597,의료비 지원 대상자 선정 기준을 완화해 주세요. 서류 준비 과정이 너무 복잡합니다.,복지,negative,처리중,2025-08-04,경기 수원시,ko,국민신문고
KR_00275,주차 공간 부족 문제를 해결해 주세요. 장기적인 계획 수립을 요청합니다.,교통,negative,완료,2025-04-04,인천 연수구,ko,국민신문고
KR_00039,공공시설 안전 점검을 철저히 해주세요. 주민 불안감이 증가하고 있습니다.,안전,negative,처리중,2025-01-13,경기 성남시,ko,국민신문고
EE_00284,Mobile app functionality should be enhanced. Mobile compatibility issues persist.,Digital Services,negative,resolved,2025-06-25,Jõhvi,en,Estonian e-Gov Portal
KR_00355,기초연금 수급 자격 기준이 너무 엄격합니다. 담당 공무원의 안내가 부족합니다.,복지,neutral,접수,2024-09-30,인천 연수구,ko,국민신문고
EE_00205,Accessibility features need improvement. Better coordination required.,Public Transport,positive,in_progress,2025-09-10,Rakvere,en,Estonian e-Gov Portal
EE_00173,Digital prescription system needs enhancement. Technical support is inadequate.,Healthcare,negative,in_progress,2025-02-14,Kohtla-Järve,en,Estonian e-Gov Portal
EE_00271,Public transport schedule in Sillamäe needs adjustment. Information display is inadequate.,Public Transport,negative,resolved,2025-07-15,Sillamäe,en,Estonian e-Gov Portal
KR_00154,노인 복지 서비스 확대가 필요합니다. 담당 공무원의 안내가 부족합니다.,복지,neutral,접수,2025-03-31,경기 수원시,ko,국민신문고
KR_00660,어린이 보호구역 안전시설을 강화해 주세요. 신속한 조치를 요청합니다.,안전,negative,접수,2024-10-28,경남 창원시,ko,국민신문고
EE_00177,Air quality monitoring should be enhanced. Residents demand better services.,Environment,negative,resolved,2025-09-02,Narva,en,Estonian e-Gov Portal
KR_00174,생활 소음 규제를 강화해야 합니다. 시민 참여 방안을 마련해 주세요.,환경,negative,접수,2025-07-25,경기 성남시,ko,국민신문고
KR_00342,노인 복지 서비스 확대가 필요합니다. 담당 공무원의 안내가 부족합니다.,복지,negative,접수,2025-05-26,충북 청주시,ko,국민신문고
KR_00258,제주시 공원 관리가 제대로 되지 않고 있습니다. 생활 환경이 악화되고 있습니다.,환경,negative,완료,2025-01-19,제주시,ko,국민신문고
EE_00012,Accessibility features need improvement. Better coordination required.,Public Transport,negative,resolved,2025-04-05,Pärnu,en,Estonian e-Gov Portal
KR_00386,대전 유성구 지역 미세먼지 대책을 강화해 주세요. 시민 참여 방안을 마련해 주세요.,환경,negative,처리중,2024-10-13,대전 유성구,ko,국민신문고
KR_00106,광주 서구 지역 미세먼지 대책을 강화해 주세요. 시민 참여 방안을 마련해 주세요.,환경,negative,완료,2025-05-09,광주 서구,ko,국민신문고
